Omega_b  Omega_m  h  n_s w A_s
3.863192554112138133e-02 2.990736258627096911e-01 8.723050876895190875e-01 8.937024501674268873e-01 -1.387042780034756451e+00 3.213311356789876783e+00
5.060875583362866442e-02 4.367012736562567721e-01 7.567954385368675929e-01 8.258620771333992083e-01 -7.043770538889856381e-01 2.054692053055256373e+00
5.030929235917577791e-02 3.384104190050630789e-01 7.989507980450103464e-01 9.968278777296578630e-01 -1.448519388451325884e+00 3.625545222483621544e+00
5.701293603177577662e-02 4.322444927877103771e-01 6.057537992605798172e-01 7.694837571896911976e-01 -8.890164200244089487e-01 3.643535651768222916e+00
5.497877884667907999e-02 4.347143346643269624e-01 8.371070459299931876e-01 6.696865604721166099e-01 -6.219570052797054327e-01 2.132770836857813546e+00
4.853984544148914893e-02 3.303166673842631296e-01 7.937413161527394623e-01 1.257591357684517464e+00 -1.252217542707956266e+00 3.489658681902664483e+00
5.282957051013448257e-02 1.641745868011819098e-01 6.537585603942747126e-01 8.049188164437717230e-01 -4.315569775373466754e-01 3.993387914389757931e+00
3.547175175878353182e-02 2.675538861079856945e-01 8.861974265388630201e-01 6.497156832901773704e-01 -9.137126098094880966e-01 2.662863666267186513e+00
3.034305766002010074e-02 2.451427965093193884e-01 7.071309178604262557e-01 9.955280840267202169e-01 -6.171675328046390963e-01 2.900981667660222030e+00
3.298267045997990699e-02 2.794740749591258511e-01 7.217620570715242989e-01 7.492558437875247446e-01 -8.910552396129851616e-01 3.194719991475312160e+00
5.856803661434373254e-02 2.733260232422775049e-01 6.464184371263873574e-01 6.305407939221433500e-01 -4.043900587868825003e-01 2.425233213235885366e+00
6.790778851222192825e-02 1.017849990142463967e-01 5.478841746978361238e-01 1.264606832620520649e+00 -1.397742088913150216e+00 2.514998020421683300e+00
6.535891302549717841e-02 2.642441768722666451e-01 8.156952436538491558e-01 6.720305990394562778e-01 -8.128228783564336313e-01 3.860050087186594148e+00
6.573188539509938755e-02 4.004333796332472106e-01 7.737666932967596223e-01 7.022211545645075104e-01 -8.419388846837083662e-01 2.429816910262771579e+00
4.607201422946606562e-02 3.749483918480266409e-01 6.553305949685627185e-01 8.890960003490032681e-01 -9.847575264756356361e-01 2.229147832496169546e+00
4.640946332833791044e-02 2.666265693771355805e-01 7.167568228319439738e-01 8.435818809253161632e-01 -6.707586898870329106e-01 3.473089083067984806e+00
5.592379555848697725e-02 2.415136586622082249e-01 6.958406534695757983e-01 8.945421790203154089e-01 -9.295213088233077459e-01 2.873869984883459239e+00
3.926887112121882351e-02 2.762577429747073987e-01 7.232545389099929167e-01 9.566208910651816666e-01 -1.087885329613199836e+00 2.190905739375478056e+00
4.013305471991122225e-02 2.865902108754371236e-01 5.843416346251659732e-01 1.136573102689587556e+00 -1.058236892735906931e+00 2.123133565178835003e+00
6.963773489994579124e-02 3.645424265538476094e-01 7.652924124329634203e-01 1.274909811150057859e+00 -1.544900371414124951e+00 3.267009647561792463e+00
3.813010732387078772e-02 3.368079213416290685e-01 5.990599109105381181e-01 1.278668666297980483e+00 -6.445908997107877569e-01 2.536527842259866716e+00
5.349564088228813546e-02 3.351527905623242765e-01 8.085991047842733259e-01 6.207617154139193349e-01 -8.948517767660482125e-01 2.169687954199896129e+00
3.100333593554249062e-02 1.151993236049659031e-01 8.597890237247167722e-01 6.742958218044324825e-01 -8.290073061303711022e-01 2.557529535871792881e+00
4.441386685295214271e-02 4.688308617999481509e-01 7.399162819222775411e-01 1.027770392594765436e+00 -9.467142124753296084e-01 3.748758811268366742e+00
6.574985207938666143e-02 1.522285253640083547e-01 5.424358952707120096e-01 8.864604556959982951e-01 -1.132664264110552210e+00 2.654476610138080783e+00
5.141750461298584540e-02 3.185073245516202300e-01 7.538981473136043832e-01 1.272250611665576958e+00 -4.569683855929678185e-01 3.784238809462275199e+00
5.297012733243550153e-02 1.704100681106905657e-01 8.347955261299785379e-01 8.755222883979552062e-01 -1.185900509534979275e+00 2.600864221643112373e+00
4.436354070333723559e-02 4.850542907636712364e-01 6.157959219084783165e-01 1.237588813810678978e+00 -5.896003412175139236e-01 2.412817774641664137e+00
6.562839593943554928e-02 1.378837517287996861e-01 6.361571131371498433e-01 9.129908856883144352e-01 -1.402945031633565209e+00 3.287858689442383131e+00
3.775391330895223885e-02 2.515141701478847414e-01 6.440101494127870030e-01 1.290262171883941100e+00 -1.429762131124100666e+00 3.089563275658741226e+00
3.796666830922341973e-02 3.014950467738185536e-01 8.869343499636768158e-01 1.141610535658676762e+00 -1.537427680964285059e+00 3.426009405972654243e+00
3.915005812670423191e-02 3.793894529548678118e-01 7.155102533856270153e-01 1.273638223467250308e+00 -6.046086271805237722e-01 3.965974154603296054e+00
5.150753687345075577e-02 1.095814467938761999e-01 6.871695981377949902e-01 7.805190726548082436e-01 -1.222932771337985614e+00 3.147498768075009057e+00
6.554771444019233395e-02 3.780126578499968248e-01 5.530386242014017073e-01 9.709339790914568447e-01 -9.509378184071430873e-01 2.436820894467831344e+00
4.404592122649715613e-02 5.767128148420219702e-01 6.653023336816381583e-01 1.151982659805200537e+00 -6.110517421940890870e-01 3.755511894439025333e+00
5.708607942323519480e-02 1.033282506036902332e-01 7.531090879492885470e-01 7.771855415932034106e-01 -5.907911779404548813e-01 2.580738361983121010e+00
4.297154116854166178e-02 5.206483923871311204e-01 8.099530852383647339e-01 9.028213480269295932e-01 -1.053117860654335436e+00 3.621217664730613350e+00
6.129853363249444798e-02 4.123234441247189963e-01 8.832132486474919553e-01 1.186111058655365147e+00 -6.943359080252720084e-01 2.803475019138789381e+00
6.217201786037191563e-02 5.283865134328541435e-01 6.761688984850531270e-01 6.521242168287212371e-01 -6.571910828201663612e-01 3.161317326727520527e+00
6.331403985241824961e-02 4.413213605069615797e-01 5.280074945355270888e-01 1.049789695564763869e+00 -9.485133987372892372e-01 2.814099988343597758e+00
4.033831957391666861e-02 4.269196123225831307e-01 8.879034648559134268e-01 9.387369147659203605e-01 -1.486652426436629648e+00 2.326086646421916981e+00
3.525612524956554805e-02 5.998691624480376738e-01 6.764259994915575724e-01 7.570436191506657586e-01 -1.098337919184264821e+00 3.314405835457117533e+00
4.645923302031562674e-02 5.439715219727259132e-01 8.733033656297130021e-01 1.216798513462686859e+00 -4.976324494797284004e-01 2.321445878680754582e+00
6.904546667298766538e-02 2.475331261729331600e-01 7.244127502472457181e-01 1.101641312910230486e+00 -9.984637508814262485e-01 3.861470758599946151e+00
4.296077058972856688e-02 1.923872285977361596e-01 8.320092889563173166e-01 1.026960120503718432e+00 -8.875192262490385620e-01 2.024118183792324110e+00
3.460705390719328450e-02 3.189390273998773395e-01 5.870766188426583820e-01 1.218965529486073729e+00 -4.635950273098274899e-01 2.318253131841830683e+00
3.852242504865799333e-02 1.895290492860783882e-01 5.021199278578806213e-01 1.126195920835102005e+00 -1.253265251219799259e+00 2.778310967980935242e+00
4.246390997883525698e-02 2.982493109214424676e-01 8.383237544437960320e-01 8.678321492475994381e-01 -5.279136284148875369e-01 3.265196936987910803e+00
4.040911423162962118e-02 2.598914203792632160e-01 7.889481105356708213e-01 8.228511470336014044e-01 -1.020352641943444993e+00 3.658065711607050297e+00
6.068311811941357742e-02 1.073625413225223479e-01 5.606347596616970685e-01 1.002582780835274745e+00 -9.962143624732948677e-01 3.615546442831651497e+00
6.909477030061300651e-02 5.975004027635667514e-01 6.976347298458838164e-01 7.407941884751745310e-01 -7.171210936709111472e-01 3.719905876766938846e+00
3.360713739528974064e-02 2.520657567195536686e-01 8.662881889213172038e-01 7.231917734783338547e-01 -7.934409640321851143e-01 3.305172158784770442e+00
3.025926048686060355e-02 5.936142726384456836e-01 5.199973498516792247e-01 1.170370324859011602e+00 -1.453704621060758040e+00 2.719839008220661380e+00
5.031768837940129441e-02 1.205487345505310559e-01 7.626224089956519236e-01 9.836808892083022116e-01 -7.966399365132108557e-01 2.896564384553303562e+00
3.832448147805016248e-02 4.742304420703066237e-01 5.162851704282033216e-01 9.778120770431197872e-01 -5.736850573188623237e-01 3.601309080418347186e+00
3.811300142873051688e-02 4.862455738792145210e-01 7.015266454319888378e-01 6.164313456735589503e-01 -1.047754430195918296e+00 3.845218670198010891e+00
4.924109720020262981e-02 1.509320409293279097e-01 8.857793438937158204e-01 1.019497471636493735e+00 -5.058521160346354240e-01 3.014935824261945285e+00
4.418650097018560902e-02 2.258723584274399121e-01 6.113691431470419380e-01 1.086255311705675464e+00 -1.588579569635668598e+00 3.290910890893961493e+00
6.994525485033481482e-02 1.542323906120864341e-01 5.767039442610060185e-01 7.657766133726275903e-01 -5.214483595774341840e-01 2.893091843991497658e+00
6.392558890881200329e-02 5.165721299554734136e-01 8.457073321375701003e-01 9.123748597192746779e-01 -1.573657609452755679e+00 2.233386704916680898e+00
6.305466083729750759e-02 1.663064983350055204e-01 5.048973693999466716e-01 8.563324401089349447e-01 -1.459374039865563466e+00 3.286724381649499094e+00
6.630385289054022135e-02 3.196550110676183998e-01 6.964420354211029451e-01 8.005167697652355585e-01 -9.570436154926529326e-01 3.686847113295562473e+00
5.160503121031030649e-02 3.946143176699316024e-01 6.051359115856261850e-01 1.159881724515925860e+00 -9.669734334000478215e-01 2.692486809363408451e+00
6.640475864339240308e-02 1.696317560967719740e-01 5.897026024735044780e-01 9.325798602360653167e-01 -1.051842490825687371e+00 2.793634437260507308e+00
6.619047440149031236e-02 5.735139599665880494e-01 7.522012647193564439e-01 6.132633642556002407e-01 -9.071338116718633549e-01 3.269906963207805717e+00
4.744373723489882927e-02 4.881198583373281830e-01 7.116546922117350515e-01 1.135320519684329899e+00 -1.125116321340806635e+00 3.387805720224503769e+00
4.783970561477345063e-02 3.910202161519645836e-01 8.038172657979758551e-01 9.994273473503605398e-01 -1.033234465066237728e+00 3.019279270148046201e+00
5.024875084900212729e-02 3.073130250316673528e-01 6.144010668558371746e-01 1.187653146181505415e+00 -1.352747458036392514e+00 2.621121911378183622e+00
5.982466269605740683e-02 2.920313178631622764e-01 6.292510333306456927e-01 9.063743083897511932e-01 -1.272053962742203614e+00 2.016470343102861218e+00
